codigo,turno,data/hora
202500452,Tarde,2025-03-12 13:10:19
202500382,Tarde,2025-03-12 13:10:25
202500481,Tarde,2025-03-12 13:10:29
202500463,Tarde,2025-03-12 13:10:33
202500483,Tarde,2025-03-12 13:10:36
202500438,Tarde,2025-03-12 13:10:41
202500434,Tarde,2025-03-12 13:10:45
202500439,Tarde,2025-03-12 13:10:49
202500477,Tarde,2025-03-12 13:10:55
202500477,Tarde,2025-03-12 13:10:55
202500431,Tarde,2025-03-12 13:11:02
202500416,Tarde,2025-03-12 13:11:06
202500389,Tarde,2025-03-12 13:11:10
202500503,Tarde,2025-03-12 13:11:15
202500437,Tarde,2025-03-12 13:11:19
202500441,Tarde,2025-03-12 13:11:21
202500424,Tarde,2025-03-12 13:11:27
202500384,Tarde,2025-03-12 13:12:32
202500420,Tarde,2025-03-12 13:13:26
202500387,Tarde,2025-03-12 13:13:28
202500419,Tarde,2025-03-12 13:13:30
202500457,Tarde,2025-03-12 13:13:31
202500472,Tarde,2025-03-12 13:13:42
202500436,Tarde,2025-03-12 13:13:47
202500433,Tarde,2025-03-12 13:13:50
202500432,Tarde,2025-03-12 13:13:51
202500425,Tarde,2025-03-12 13:14:11
202500449,Tarde,2025-03-12 13:14:20
202500450,Tarde,2025-03-12 13:14:39
202500408,Tarde,2025-03-12 13:14:42
202500408,Tarde,2025-03-12 13:14:43
202500414,Tarde,2025-03-12 13:14:46
202500406,Tarde,2025-03-12 13:14:50
202500484,Tarde,2025-03-12 13:14:55
202500399,Tarde,2025-03-12 13:15:34
202500459,Tarde,2025-03-12 13:17:28
202500413,Tarde,2025-03-12 13:17:34
202500458,Tarde,2025-03-12 13:17:37
202500412,Tarde,2025-03-12 13:17:39
202500391,Tarde,2025-03-12 13:17:41
202500386,Tarde,2025-03-12 13:17:44
202500410,Tarde,2025-03-12 13:17:48
202500392,Tarde,2025-03-12 13:19:03
202500474,Tarde,2025-03-12 13:19:53
202500409,Tarde,2025-03-12 13:20:09
202500470,Tarde,2025-03-12 13:21:21
202500454,Tarde,2025-03-12 13:22:04
202500495,Tarde,2025-03-12 13:27:14
202500482,Tarde,2025-03-12 13:28:39
202500469,Tarde,2025-03-12 13:29:37
202500460,Tarde,2025-03-12 13:29:41
202500429,Tarde,2025-03-12 13:29:50
202500445,Tarde,2025-03-12 13:32:33
202500451,Tarde,2025-03-12 13:33:16
202500456,Tarde,2025-03-12 13:38:09
202500498,Tarde,2025-03-12 13:41:03
202500465,Tarde,2025-03-12 13:51:26
202500002,Tarde,2025-03-12 16:08:59
202500002,Tarde,2025-03-12 16:09:06
202500002,Tarde,2025-03-12 16:09:47
202500002,Tarde,2025-03-12 16:10:01
202500002,Tarde,2025-03-12 16:11:51
