codigo,turno,data/hora,tipo
202500490,Tarde,2025-04-05 13:02:49,Entrada
202500498,Tarde,2025-04-05 13:05:08,Entrada
202500495,Tarde,2025-04-05 13:11:16,Entrada
202500388,Tarde,2025-04-05 13:11:40,Entrada
202500386,Tarde,2025-04-05 13:11:43,Entrada
202500437,Tarde,2025-04-05 13:11:48,Saída
202500438,Tarde,2025-04-05 13:11:52,Entrada
202500379,Tarde,2025-04-05 13:11:56,Entrada
202500380,Tarde,2025-04-05 13:12:06,Entrada
202500426,Tarde,2025-04-05 13:12:08,Saída
202500382,Tarde,2025-04-05 13:12:12,Saída
202500401,Tarde,2025-04-05 13:12:13,Saída
202500418,Tarde,2025-04-05 13:12:17,Saída
202500424,Tarde,2025-04-05 13:12:20,Entrada
202500419,Tarde,2025-04-05 13:12:25,Entrada
202500422,Tarde,2025-04-05 13:12:29,Entrada
202500414,Tarde,2025-04-05 13:12:33,Entrada
202500410,Tarde,2025-04-05 13:12:37,Entrada
202500416,Tarde,2025-04-05 13:12:39,Entrada
202500395,Tarde,2025-04-05 13:12:42,Entrada
202500399,Tarde,2025-04-05 13:12:47,Entrada
202500452,Tarde,2025-04-05 13:12:52,Entrada
202500463,Tarde,2025-04-05 13:12:56,Entrada
202500434,Tarde,2025-04-05 13:13:00,Entrada
202500389,Tarde,2025-04-05 13:13:02,Entrada
202500503,Tarde,2025-04-05 13:13:05,Saída
202500384,Tarde,2025-04-05 13:13:10,Entrada
202500391,Tarde,2025-04-05 13:13:13,Saída
202500408,Tarde,2025-04-05 13:13:17,Entrada
202500420,Tarde,2025-04-05 13:13:25,Saída
202500421,Tarde,2025-04-05 13:13:28,Entrada
202500431,Tarde,2025-04-05 13:13:29,Entrada
202500393,Tarde,2025-04-05 13:13:41,Entrada
202500394,Tarde,2025-04-05 13:13:44,Entrada
202500502,Tarde,2025-04-05 13:13:47,Entrada
202500400,Tarde,2025-04-05 13:13:54,Entrada
202500383,Tarde,2025-04-05 13:13:59,Entrada
202500457,Tarde,2025-04-05 13:14:01,Entrada
202500444,Tarde,2025-04-05 13:15:13,Entrada
202500406,Tarde,2025-04-05 13:15:25,Entrada
202500505,Tarde,2025-04-05 13:15:38,Entrada
202500472,Tarde,2025-04-05 13:16:22,Saída
202500450,Tarde,2025-04-05 13:16:24,Saída
202500467,Tarde,2025-04-05 13:18:47,Entrada
202500447,Tarde,2025-04-05 13:21:37,Saída
202500488,Tarde,2025-04-05 13:21:39,Entrada
202500478,Tarde,2025-04-05 13:23:12,Saída
202500473,Tarde,2025-04-05 13:23:14,Entrada
202500409,Tarde,2025-04-05 13:23:15,Saída
202500415,Tarde,2025-04-05 13:23:51,Entrada
202500482,Tarde,2025-04-05 13:24:03,Entrada
202500464,Tarde,2025-04-05 13:24:48,Saída
202500497,Tarde,2025-04-05 13:38:15,Entrada
202500509,Tarde,2025-04-05 15:16:05,Entrada
202500495,Tarde,2025-04-05 16:54:08,Saída
202500490,Tarde,2025-04-05 17:05:40,Saída
202500498,Tarde,2025-04-05 17:22:02,Saída
202500499,Tarde,2025-04-05 17:29:45,Saída
202500418,Tarde,2025-04-05 17:58:05,Entrada
202500424,Tarde,2025-04-05 17:58:06,Saída
202500415,Tarde,2025-04-05 17:58:09,Saída
202500414,Tarde,2025-04-05 17:58:11,Saída
202500434,Tarde,2025-04-05 17:58:45,Saída
202500408,Tarde,2025-04-05 17:58:52,Saída
202500444,Tarde,2025-04-05 17:58:53,Saída
202500431,Tarde,2025-04-05 17:58:54,Saída
202500455,Tarde,2025-04-05 17:58:56,Entrada
202500437,Tarde,2025-04-05 17:59:08,Entrada
202500401,Tarde,2025-04-05 17:59:51,Entrada
202500503,Tarde,2025-04-05 18:00:19,Entrada
202500478,Tarde,2025-04-05 18:00:31,Entrada
202500399,Tarde,2025-04-05 18:00:49,Saída
202500406,Tarde,2025-04-05 18:00:56,Saída
202500504,Tarde,2025-04-05 18:01:08,Saída
202500388,Tarde,2025-04-05 18:01:08,Saída
202500505,Tarde,2025-04-05 18:01:12,Saída
202500509,Tarde,2025-04-05 18:01:13,Saída
202500400,Tarde,2025-04-05 18:01:15,Saída
202500502,Tarde,2025-04-05 18:01:19,Saída
202500380,Tarde,2025-04-05 18:01:27,Saída
202500389,Tarde,2025-04-05 18:01:28,Saída
202500482,Tarde,2025-04-05 18:01:31,Saída
202500395,Tarde,2025-04-05 18:01:35,Saída
202500386,Tarde,2025-04-05 18:01:47,Saída
202500383,Tarde,2025-04-05 18:01:48,Saída
202500393,Tarde,2025-04-05 18:01:52,Saída
202500394,Tarde,2025-04-05 18:02:46,Saída
