codigo,turno,data/hora,tipo
202500490,Tarde,2025-04-03 13:09:39,Entrada
202500399,Tarde,2025-04-03 13:09:40,Entrada
202500438,Tarde,2025-04-03 13:09:42,Entrada
202500426,Tarde,2025-04-03 13:09:45,Entrada
202500418,Tarde,2025-04-03 13:09:46,Entrada
202500432,Tarde,2025-04-03 13:09:51,Entrada
202500427,Tarde,2025-04-03 13:09:54,Entrada
202500463,Tarde,2025-04-03 13:09:55,Entrada
202500431,Tarde,2025-04-03 13:09:58,Entrada
202500502,Tarde,2025-04-03 13:09:59,Entrada
202500400,Tarde,2025-04-03 13:10:01,Entrada
202500383,Tarde,2025-04-03 13:10:02,Entrada
202500477,Tarde,2025-04-03 13:10:04,Entrada
202500388,Tarde,2025-04-03 13:10:05,Entrada
202500386,Tarde,2025-04-03 13:10:07,Entrada
202500404,Tarde,2025-04-03 13:10:10,Entrada
202500395,Tarde,2025-04-03 13:10:11,Entrada
202500382,Tarde,2025-04-03 13:10:14,Entrada
202500481,Tarde,2025-04-03 13:10:17,Entrada
202500449,Tarde,2025-04-03 13:10:17,Entrada
202500394,Tarde,2025-04-03 13:10:23,Entrada
202500393,Tarde,2025-04-03 13:10:24,Entrada
202500437,Tarde,2025-04-03 13:10:26,Entrada
202500414,Tarde,2025-04-03 13:10:30,Entrada
202500384,Tarde,2025-04-03 13:10:34,Entrada
202500452,Tarde,2025-04-03 13:10:37,Entrada
202500421,Tarde,2025-04-03 13:10:44,Entrada
202500420,Tarde,2025-04-03 13:10:46,Entrada
202500441,Tarde,2025-04-03 13:10:54,Entrada
202500424,Tarde,2025-04-03 13:10:59,Entrada
202500503,Tarde,2025-04-03 13:11:05,Entrada
202500389,Tarde,2025-04-03 13:11:10,Entrada
202500457,Tarde,2025-04-03 13:11:13,Entrada
202500462,Tarde,2025-04-03 13:12:04,Entrada
202500505,Tarde,2025-04-03 13:12:13,Entrada
202500398,Tarde,2025-04-03 13:12:18,Entrada
202500444,Tarde,2025-04-03 13:12:30,Entrada
202500408,Tarde,2025-04-03 13:12:32,Entrada
202500406,Tarde,2025-04-03 13:12:36,Entrada
202500455,Tarde,2025-04-03 13:12:39,Entrada
202500460,Tarde,2025-04-03 13:13:09,Entrada
202500469,Tarde,2025-04-03 13:13:31,Entrada
202500439,Tarde,2025-04-03 13:13:33,Entrada
202500484,Tarde,2025-04-03 13:13:41,Entrada
202500464,Tarde,2025-04-03 13:13:56,Entrada
202500504,Tarde,2025-04-03 13:14:01,Entrada
202500450,Tarde,2025-04-03 13:17:21,Entrada
202500472,Tarde,2025-04-03 13:17:24,Entrada
202500465,Tarde,2025-04-03 13:17:26,Entrada
202500435,Tarde,2025-04-03 13:17:28,Entrada
202500482,Tarde,2025-04-03 13:17:47,Entrada
202500436,Tarde,2025-04-03 13:17:54,Entrada
202500466,Tarde,2025-04-03 13:18:31,Entrada
202500467,Tarde,2025-04-03 13:18:33,Entrada
202500478,Tarde,2025-04-03 13:18:36,Entrada
202500476,Tarde,2025-04-03 13:18:38,Entrada
202500416,Tarde,2025-04-03 13:19:23,Entrada
202500451,Tarde,2025-04-03 13:19:26,Entrada
202500434,Tarde,2025-04-03 13:19:28,Entrada
202500453,Tarde,2025-04-03 13:19:29,Entrada
202500474,Tarde,2025-04-03 13:19:41,Entrada
202500447,Tarde,2025-04-03 13:19:42,Entrada
202500471,Tarde,2025-04-03 13:19:48,Entrada
202500401,Tarde,2025-04-03 13:20:00,Entrada
202500498,Tarde,2025-04-03 13:20:41,Entrada
202500488,Tarde,2025-04-03 13:22:08,Entrada
202500415,Tarde,2025-04-03 13:22:28,Entrada
202500470,Tarde,2025-04-03 13:22:42,Entrada
202500405,Tarde,2025-04-03 13:23:39,Entrada
202500419,Tarde,2025-04-03 13:23:47,Entrada
202500407,Tarde,2025-04-03 13:23:48,Entrada
202500490,Tarde,2025-04-03 17:02:36,Saída
202500498,Tarde,2025-04-03 17:30:06,Saída
202500455,Tarde,2025-04-03 17:55:29,Saída
202500401,Tarde,2025-04-03 17:59:03,Saída
202500395,Tarde,2025-04-03 17:59:08,Saída
202500444,Tarde,2025-04-03 17:59:10,Saída
202500404,Tarde,2025-04-03 17:59:13,Saída
202500389,Tarde,2025-04-03 17:59:16,Saída
202500384,Tarde,2025-04-03 17:59:18,Saída
202500405,Tarde,2025-04-03 17:59:19,Saída
202500482,Tarde,2025-04-03 17:59:23,Saída
202500386,Tarde,2025-04-03 17:59:27,Saída
202500438,Tarde,2025-04-03 17:59:30,Saída
202500439,Tarde,2025-04-03 17:59:33,Saída
202500399,Tarde,2025-04-03 17:59:42,Saída
202500478,Tarde,2025-04-03 17:59:44,Saída
202500434,Tarde,2025-04-03 17:59:45,Saída
202500431,Tarde,2025-04-03 17:59:48,Saída
202500436,Tarde,2025-04-03 17:59:53,Saída
202500408,Tarde,2025-04-03 17:59:57,Saída
202500415,Tarde,2025-04-03 18:00:01,Saída
202500504,Tarde,2025-04-03 18:00:02,Saída
202500432,Tarde,2025-04-03 18:00:03,Saída
202500388,Tarde,2025-04-03 18:00:08,Saída
202500441,Tarde,2025-04-03 18:00:13,Saída
202500469,Tarde,2025-04-03 18:00:19,Saída
202500406,Tarde,2025-04-03 18:00:39,Saída
202500416,Tarde,2025-04-03 18:00:39,Saída
202500502,Tarde,2025-04-03 18:00:43,Saída
202500383,Tarde,2025-04-03 18:00:45,Saída
202500400,Tarde,2025-04-03 18:00:45,Saída
202500462,Tarde,2025-04-03 18:00:49,Saída
202500505,Tarde,2025-04-03 18:01:17,Saída
202500407,Tarde,2025-04-03 18:02:07,Saída
202500424,Tarde,2025-04-03 18:03:16,Saída
202500427,Tarde,2025-04-03 18:03:33,Saída
202500460,Tarde,2025-04-03 18:03:49,Saída
202500467,Tarde,2025-04-03 18:03:50,Saída
202500466,Tarde,2025-04-03 18:03:51,Saída
202500452,Tarde,2025-04-03 18:03:58,Saída
202500418,Tarde,2025-04-03 18:04:04,Saída
202500393,Tarde,2025-04-03 18:04:32,Saída
202500394,Tarde,2025-04-03 18:04:47,Saída
202500453,Tarde,2025-04-03 18:08:33,Saída
202500451,Tarde,2025-04-03 18:08:34,Saída
202500465,Tarde,2025-04-03 18:08:44,Saída
202500002,Tarde,2025-04-03 08:40:15,Entrada
