codigo,turno,data/hora,tipo
202500408,Tarde,2025-03-29 12:22:44,Saída
202500494,Tarde,2025-03-29 12:34:46,Entrada
202500437,Tarde,2025-03-29 13:08:01,Saída
202500438,Tarde,2025-03-29 13:08:05,Saída
202500426,Tarde,2025-03-29 13:08:07,Saída
202500418,Tarde,2025-03-29 13:08:09,Saída
202500380,Tarde,2025-03-29 13:08:13,Saída
202500463,Tarde,2025-03-29 13:08:17,Entrada
202500414,Tarde,2025-03-29 13:08:22,Entrada
202500416,Tarde,2025-03-29 13:08:23,Entrada
202500404,Tarde,2025-03-29 13:08:27,Saída
202500427,Tarde,2025-03-29 13:08:29,Saída
202500395,Tarde,2025-03-29 13:08:30,Saída
202500389,Tarde,2025-03-29 13:08:31,Saída
202500457,Tarde,2025-03-29 13:08:37,Entrada
202500379,Tarde,2025-03-29 13:08:43,Saída
202500421,Tarde,2025-03-29 13:08:45,Entrada
202500478,Tarde,2025-03-29 13:08:48,Entrada
202500452,Tarde,2025-03-29 13:08:51,Saída
202500382,Tarde,2025-03-29 13:09:02,Entrada
202500398,Tarde,2025-03-29 13:09:03,Saída
202500481,Tarde,2025-03-29 13:09:26,Entrada
202500386,Tarde,2025-03-29 13:09:40,Saída
202500391,Tarde,2025-03-29 13:09:41,Entrada
202500434,Tarde,2025-03-29 13:10:17,Entrada
202500505,Tarde,2025-03-29 13:10:35,Entrada
202500407,Tarde,2025-03-29 13:10:37,Entrada
202500384,Tarde,2025-03-29 13:11:18,Entrada
202500436,Tarde,2025-03-29 13:11:55,Saída
202500388,Tarde,2025-03-29 13:12:13,Saída
202500422,Tarde,2025-03-29 13:12:14,Entrada
202500394,Tarde,2025-03-29 13:12:17,Saída
202500393,Tarde,2025-03-29 13:12:19,Saída
202500472,Tarde,2025-03-29 13:13:21,Entrada
202500419,Tarde,2025-03-29 13:13:34,Saída
202500477,Tarde,2025-03-29 13:14:00,Entrada
202500474,Tarde,2025-03-29 13:15:21,Entrada
202500471,Tarde,2025-03-29 13:15:24,Entrada
202500490,Tarde,2025-03-29 13:16:01,Saída
202500432,Tarde,2025-03-29 13:17:12,Entrada
202500465,Tarde,2025-03-29 13:17:40,Entrada
202500400,Tarde,2025-03-29 13:17:55,Entrada
202500401,Tarde,2025-03-29 13:20:51,Saída
202500429,Tarde,2025-03-29 13:21:17,Saída
202500464,Tarde,2025-03-29 13:21:47,Entrada
202500488,Tarde,2025-03-29 13:23:56,Saída
202500466,Tarde,2025-03-29 13:24:06,Saída
202500467,Tarde,2025-03-29 13:24:07,Saída
202500470,Tarde,2025-03-29 13:24:10,Saída
202500475,Tarde,2025-03-29 13:24:45,Entrada
202500409,Tarde,2025-03-29 13:24:46,Saída
202500447,Tarde,2025-03-29 13:26:13,Entrada
202500497,Tarde,2025-03-29 13:32:45,Entrada
202500500,Tarde,2025-03-29 13:39:23,Saída
202500456,Tarde,2025-03-29 13:41:51,Entrada
202500480,Tarde,2025-03-29 13:48:34,Saída
202500469,Tarde,2025-03-29 13:50:43,Entrada
202500445,Tarde,2025-03-29 14:19:24,Saída
202500432,Tarde,2025-03-29 17:01:31,Saída
202500434,Tarde,2025-03-29 17:01:33,Saída
202500490,Tarde,2025-03-29 17:12:42,Entrada
202500455,Tarde,2025-03-29 17:52:29,Saída
202500418,Tarde,2025-03-29 17:57:30,Entrada
202500419,Tarde,2025-03-29 17:57:44,Entrada
202500427,Tarde,2025-03-29 17:57:54,Entrada
202500407,Tarde,2025-03-29 17:58:04,Saída
202500464,Tarde,2025-03-29 17:58:45,Saída
202500477,Tarde,2025-03-29 17:59:06,Saída
202500463,Tarde,2025-03-29 17:59:08,Saída
202500438,Tarde,2025-03-29 17:59:34,Entrada
202500478,Tarde,2025-03-29 17:59:46,Saída
202500400,Tarde,2025-03-29 17:59:49,Saída
202500456,Tarde,2025-03-29 17:59:57,Saída
202500408,Tarde,2025-03-29 18:00:02,Entrada
202500437,Tarde,2025-03-29 18:00:14,Entrada
202500436,Tarde,2025-03-29 18:00:15,Entrada
202500416,Tarde,2025-03-29 18:00:23,Saída
202500384,Tarde,2025-03-29 18:00:32,Saída
202500426,Tarde,2025-03-29 18:00:34,Entrada
202500398,Tarde,2025-03-29 18:00:36,Entrada
202500481,Tarde,2025-03-29 18:00:37,Saída
202500391,Tarde,2025-03-29 18:00:39,Saída
202500404,Tarde,2025-03-29 18:00:40,Entrada
202500386,Tarde,2025-03-29 18:00:42,Entrada
202500480,Tarde,2025-03-29 18:00:43,Entrada
202500380,Tarde,2025-03-29 18:00:46,Entrada
202500382,Tarde,2025-03-29 18:00:47,Saída
202500469,Tarde,2025-03-29 18:00:49,Saída
202500379,Tarde,2025-03-29 18:00:50,Entrada
202500389,Tarde,2025-03-29 18:00:51,Entrada
202500395,Tarde,2025-03-29 18:01:00,Entrada
202500401,Tarde,2025-03-29 18:01:02,Entrada
202500394,Tarde,2025-03-29 18:01:05,Entrada
202500393,Tarde,2025-03-29 18:01:07,Entrada
202500505,Tarde,2025-03-29 18:01:48,Saída
202500466,Tarde,2025-03-29 18:03:13,Entrada
202500467,Tarde,2025-03-29 18:03:16,Entrada
202500474,Tarde,2025-03-29 18:03:27,Saída
