codigo,turno,data/hora
202500499,Tarde,2025-03-11 17:34:47
202500494,Tarde,2025-03-11 17:34:48
202500499,Tarde,2025-03-11 17:34:50
202500499,Tarde,2025-03-11 17:34:52
202500494,Tarde,2025-03-11 17:35:07
202500499,Tarde,2025-03-11 17:35:15
202500499,Tarde,2025-03-11 17:35:24
202500494,Tarde,2025-03-11 17:35:40
202500499,Tarde,2025-03-11 17:35:43
202500494,Tarde,2025-03-11 17:35:45
202500499,Tarde,2025-03-11 17:35:45
202500494,Tarde,2025-03-11 17:35:47
202500499,Tarde,2025-03-11 17:35:49
202500483,Tarde,2025-03-11 17:56:38
202500410,Tarde,2025-03-11 17:56:43
202500416,Tarde,2025-03-11 17:56:44
202500384,Tarde,2025-03-11 17:56:45
202500408,Tarde,2025-03-11 17:56:47
202500408,Tarde,2025-03-11 17:56:50
202500387,Tarde,2025-03-11 17:56:51
202500391,Tarde,2025-03-11 17:56:54
202500391,Tarde,2025-03-11 17:56:55
202500401,Tarde,2025-03-11 17:57:25
202500401,Tarde,2025-03-11 17:57:26
202500391,Tarde,2025-03-11 17:58:06
202500460,Tarde,2025-03-11 17:58:11
202500409,Tarde,2025-03-11 17:58:14
202500391,Tarde,2025-03-11 17:58:16
202500409,Tarde,2025-03-11 17:58:18
202500391,Tarde,2025-03-11 17:58:21
202500409,Tarde,2025-03-11 17:58:22
202500391,Tarde,2025-03-11 17:58:23
202500409,Tarde,2025-03-11 17:58:24
202500391,Tarde,2025-03-11 17:58:25
202500391,Tarde,2025-03-11 17:58:26
202500391,Tarde,2025-03-11 17:58:46
202500391,Tarde,2025-03-11 17:58:53
202500391,Tarde,2025-03-11 17:58:55
202500409,Tarde,2025-03-11 17:59:04
202500409,Tarde,2025-03-11 17:59:10
202500409,Tarde,2025-03-11 17:59:11
202500409,Tarde,2025-03-11 17:59:11
202500399,Tarde,2025-03-11 17:59:12
202500409,Tarde,2025-03-11 17:59:13
202500409,Tarde,2025-03-11 17:59:14
202500409,Tarde,2025-03-11 17:59:15
202500399,Tarde,2025-03-11 17:59:17
202500391,Tarde,2025-03-11 17:59:27
202500391,Tarde,2025-03-11 17:59:32
202500447,Tarde,2025-03-11 17:59:38
202500391,Tarde,2025-03-11 17:59:47
202500391,Tarde,2025-03-11 17:59:56
202500391,Tarde,2025-03-11 18:00:07
202500445,Tarde,2025-03-11 18:01:23
202500439,Tarde,2025-03-11 18:01:25
202500443,Tarde,2025-03-11 18:01:26
202500441,Tarde,2025-03-11 18:01:30
202500437,Tarde,2025-03-11 18:01:33
202500441,Tarde,2025-03-11 18:01:35
202500438,Tarde,2025-03-11 18:01:58
